PMID,Title,Abstract,Journal,Year,Authors
29179726,Modulation of the functional association between the HIV-1 intasome and the nucleosome by histone amino-terminal tails.,"BACKGROUND: Stable insertion of the retroviral DNA genome into host chromatin requires the functional association between the intasome (integrase·viral DNA complex) and the nucleosome. The data from the literature suggest that direct protein-protein contacts between integrase and histones may be involved in anchoring the intasome to the nucleosome. Since histone tails are candidates for interactions with the incoming intasomes we have investigated whether they could participate in modulating the nucleosomal integration process.
RESULTS: We show here that histone tails are required for an optimal association between HIV-1 integrase (IN) and the nucleosome for efficient integration. We also demonstrate direct interactions between IN and the amino-terminal tail of human histone H4 in vitro. Structure/function studies enabled us to identify amino acids in the carboxy-terminal domain of IN that are important for this interaction. Analysis of the nucleosome-binding properties of catalytically active mutated INs confirmed that their ability to engage the nucleosome for integration in vitro was affected. Pseudovirus particles bearing mutations that affect the IN/H4 association also showed impaired replication capacity due to altered integration and re-targeting of their insertion sites toward dynamic regions of the chromatin with lower nucleosome occupancy.
CONCLUSIONS: Collectively, our data support a functional association between HIV-1 IN and histone tails that promotes anchoring of the intasome to nucleosomes and optimal integration into chromatin.",Retrovirology,2017,"['Benleulmi MS', 'Matysiak J', 'Robert X', 'Miskey C', 'Mauro E', 'Lapaillerie D', 'Lesbats P', 'Chaignepain S', 'Henriquez DR', 'Calmels C', 'Oladosu O', 'Thierry E', 'Leon O', 'Lavigne M', 'Andreola ML', 'Delelis O', 'Ivics Z', 'Ruff M', 'Gouet P', 'Parissi V']"
29178831,Software for rapid time dependent ChIP-sequencing analysis (TDCA).,"BACKGROUND: Chromatin immunoprecipitation followed by DNA sequencing (ChIP-seq) and associated methods are widely used to define the genome wide distribution of chromatin associated proteins, post-translational epigenetic marks, and modifications found on DNA bases. An area of emerging interest is to study time dependent changes in the distribution of such proteins and marks by using serial ChIP-seq experiments performed in a time resolved manner. Despite such time resolved studies becoming increasingly common, software to facilitate analysis of such data in a robust automated manner is limited.
RESULTS: We have designed software called Time-Dependent ChIP-Sequencing Analyser (TDCA), which is the first program to automate analysis of time-dependent ChIP-seq data by fitting to sigmoidal curves. We provide users with guidance for experimental design of TDCA for modeling of time course (TC) ChIP-seq data using two simulated data sets. Furthermore, we demonstrate that this fitting strategy is widely applicable by showing that automated analysis of three previously published TC data sets accurately recapitulates key findings reported in these studies. Using each of these data sets, we highlight how biologically relevant findings can be readily obtained by exploiting TDCA to yield intuitive parameters that describe behavior at either a single locus or sets of loci. TDCA enables customizable analysis of user input aligned DNA sequencing data, coupled with graphical outputs in the form of publication-ready figures that describe behavior at either individual loci or sets of loci sharing common traits defined by the user. TDCA accepts sequencing data as standard binary alignment map (BAM) files and loci of interest in browser extensible data (BED) file format.
CONCLUSIONS: TDCA accurately models the number of sequencing reads, or coverage, at loci from TC ChIP-seq studies or conceptually related TC sequencing experiments. TC experiments are reduced to intuitive parametric values that facilitate biologically relevant data analysis, and the uncovering of variations in the time-dependent behavior of chromatin. TDCA automates the analysis of TC ChIP-seq experiments, permitting researchers to easily obtain raw and modeled data for specific loci or groups of loci with similar behavior while also enhancing consistency of data analysis of TC data within the genomics field.",BMC Bioinformatics,2017,"['Myschyshyn M', 'Farren-Dai M', 'Chuang TJ', 'Vocadlo D']"
29174541,Engineered Multivalent Sensors to Detect Coexisting Histone Modifications in Living Stem Cells.,"The regulation of fundamental processes such as gene expression or cell differentiation involves chromatin states, demarcated by combinatorial histone post-translational modification (PTM) patterns. The subnuclear organization and dynamics of chromatin states is not well understood, as tools for their detection and modulation in live cells are lacking. Here, we report the development of genetically encoded chromatin-sensing multivalent probes, cMAPs, selective for bivalent chromatin, a PTM pattern associated with pluripotency in embryonic stem cells (ESCs). cMAPs were engineered from a set of PTM-binding (reader) proteins and optimized using synthetic nucleosomes carrying defined PTMs. Applied in live ESCs, cMAPs formed discrete subnuclear foci, revealing the organization of bivalent chromatin into local clusters. Moreover, cMAPs enabled direct monitoring of the loss of bivalency upon treatment with small-molecule epigenetic modulators. cMAPs thus provide a versatile platform to monitor chromatin state dynamics in live cells.",Cell Chem Biol,2018,"['Delachat AM', 'Guidotti N', 'Bachmann AL', 'Meireles-Filho ACA', 'Pick H', 'Lechner CC', 'Deluz C', 'Deplancke B', 'Suter DM', 'Fierz B']"
29165574,Histone variants: essential actors in male genome programming.,"Prior to its transmission to the offspring, the male genome has to be tightly compacted. A genome-scale histone eviction and the subsequent repackaging of DNA by protamines (Prms) direct this essential genome condensation step. The requirement for male germ cells to undergo such a dramatic and unique genome reorganization explains why these cells express the largest number of histone variants, including many testis-specific ones. Indeed, an open chromatin, nucleosome instability and a facilitated process of histone disassembly are direct consequences of the presence of these histone variants in the chromatin of male germ cells. These histone-induced changes in chromatin first control a stage-specific gene expression program and then directly mediate the histone-to-Prm transition process. This review aims at summarizing and discussing a series of recent functional studies of male germ cell histone variants with a focus on their impact on the process of histone eviction and male genome compaction.",J. Biochem.,2018,"['Hoghoughi N', 'Barral S', 'Vargas A', 'Rousseaux S', 'Khochbin S']"
29161414,Structural diversity of the nucleosome.,"In eukaryotes, genomic DNA is compacted in chromatin, which generally suppresses transcription, replication, repair, and recombination. The fundamental unit of chromatin is the nucleosome, whose structure was first determined at atomic resolution in 1997. However, recent findings have revealed that the nucleosome is not a structurally homogenous entity. Nucleosomes containing histone variants often have subtle but clear differences in their structural and functional characteristics, as compared to the canonical nucleosome. In addition to the conventional nucleosome structure, the structure of the overlapping dinucleosome, a new structural unit of chromatin, has been determined. Although archaeal chromatin adopts a unique polymer architecture, its structural unit is very similar to that of the eukaryotic nucleosome, suggesting that the archaeal histone-like protein is orthologous to the eukaryotic histones. In this article, we review the diversity of the nucleosome structures, which plays key roles in their specific functions in the epigenetic regulation of chromatin.",J. Biochem.,2018,"['Koyama M', 'Kurumizaka H']"
29160738,H4K20me2 distinguishes pre-replicative from post-replicative chromatin to appropriately direct DNA repair pathway choice by 53BP1-RIF1-MAD2L2.,"The main pathways for the repair of DNA double strand breaks (DSBs) are non-homologous end-joining (NHEJ) and homologous recombination directed repair (HDR). These operate mutually exclusive and are activated by 53BP1 and BRCA1, respectively. As HDR can only succeed in the presence of an intact copy of replicated DNA, cells employ several mechanisms to inactivate HDR in the G1 phase of cell cycle. As cells enter S-phase, these inhibitory mechanisms are released and HDR becomes active. However, during DNA replication, NHEJ and HDR pathways are both functional and non-replicated and replicated DNA regions co-exist, with the risk of aberrant HDR activity at DSBs in non-replicated DNA. It has become clear that DNA repair pathway choice depends on inhibition of DNA end-resection by 53BP1 and its downstream factors RIF1 and MAD2L2. However, it is unknown how MAD2L2 accumulates at DSBs to participate in DNA repair pathway control and how the NHEJ and HDR repair pathways are appropriately activated at DSBs with respect to the replication status of the DNA, such that NHEJ acts at DSBs in pre-replicative DNA and HDR acts on DSBs in post-replicative DNA. Here we show that MAD2L2 is recruited to DSBs in H4K20 dimethylated chromatin by forming a protein complex with 53BP1 and RIF1 and that MAD2L2, similar to 53BP1 and RIF1, suppresses DSB accumulation of BRCA1. Furthermore, we show that the replication status of the DNA locally ensures the engagement of the correct DNA repair pathway, through epigenetics. In non-replicated DNA, saturating levels of the 53BP1 binding site, di-methylated lysine 20 of histone 4 (H4K20me2), lead to robust 53BP1-RIF1-MAD2L2 recruitment at DSBs, with consequent exclusion of BRCA1. Conversely, replication-associated 2-fold dilution of H4K20me2 promotes the release of the 53BP1-RIF1-MAD2L2 complex and favours the access of BRCA1. Thus, the differential H4K20 methylation status between pre-replicative and post-replicative DNA represents an intrinsic mechanism that locally ensures appropriate recruitment of the 53BP1-RIF1-MAD2L2 complex at DNA DSBs, to engage the correct DNA repair pathway.",Cell Cycle,2018,"['Simonetta M', 'de Krijger I', 'Serrat J', 'Moatti N', 'Fortunato D', 'Hoekman L', 'Bleijerveld OB', 'Altelaar AFM', 'Jacobs JJL']"
29158494,Mrg15 stimulates Ash1 H3K36 methyltransferase activity and facilitates Ash1 Trithorax group protein function in Drosophila.,"Ash1 is a Trithorax group protein that possesses H3K36-specific histone methyltransferase activity, which antagonizes Polycomb silencing. Here we report the identification of two Ash1 complex subunits, Mrg15 and Nurf55. In vitro, Mrg15 stimulates the enzymatic activity of Ash1. In vivo, Mrg15 is recruited by Ash1 to their common targets, and Mrg15 reinforces Ash1 chromatin association and facilitates the proper deposition of H3K36me2. To dissect the functional role of Mrg15 in the context of the Ash1 complex, we identify an Ash1 point mutation (Ash1-R1288A) that displays a greatly attenuated interaction with Mrg15. Knock-in flies bearing this mutation display multiple homeotic transformation phenotypes, and these phenotypes are partially rescued by overexpressing the Mrg15-Nurf55 fusion protein, which stabilizes the association of Mrg15 with Ash1. In summary, Mrg15 is a subunit of the Ash1 complex, a stimulator of Ash1 enzymatic activity and a critical regulator of the TrxG protein function of Ash1 in Drosophila.",Nat Commun,2017,"['Huang C', 'Yang F', 'Zhang Z', 'Zhang J', 'Cai G', 'Li L', 'Zheng Y', 'Chen S', 'Xi R', 'Zhu B']"
29158493,Structural and spatial chromatin features at developmental gene loci in human pluripotent stem cells.,"Higher-order chromatin organization controls transcriptional programs that govern cell properties and functions. In order for pluripotent stem cells (PSCs) to appropriately respond to differentiation signals, developmental gene loci should be structurally and spatially regulated to be readily available for immediate transcription, even though these genes are hardly expressed in PSCs. Here, we show that both chromatin interaction profiles and nuclear positions at developmental gene loci differ between human somatic cells and hPSCs, and that changes in the chromatin interactions are closely related to the nuclear repositioning. Moreover, we also demonstrate that developmental gene loci, which have bivalent histone modifications, tend to colocalize in PSCs. Furthermore, this colocalization requires PRC1, PRC2, and TrxG complexes, which are essential regulatory factors for the maintenance of transcriptionally poised developmental genes. Our results indicate that higher-order chromatin regulation may be an integral part of the differentiation capacity that defines pluripotency.",Nat Commun,2017,"['Ikeda H', 'Sone M', 'Yamanaka S', 'Yamamoto T']"
29158486,BL-Hi-C is an efficient and sensitive approach for capturing structural and regulatory chromatin interactions.,"In human cells, DNA is hierarchically organized and assembled with histones and DNA-binding proteins in three dimensions. Chromatin interactions play important roles in genome architecture and gene regulation, including robustness in the developmental stages and flexibility during the cell cycle. Here we propose in situ Hi-C method named Bridge Linker-Hi-C (BL-Hi-C) for capturing structural and regulatory chromatin interactions by restriction enzyme targeting and two-step proximity ligation. This method improves the sensitivity and specificity of active chromatin loop detection and can reveal the regulatory enhancer-promoter architecture better than conventional methods at a lower sequencing depth and with a simpler protocol. We demonstrate its utility with two well-studied developmental loci: the beta-globin and HOXC cluster regions.",Nat Commun,2017,"['Liang Z', 'Li G', 'Wang Z', 'Djekidel MN', 'Li Y', 'Qian MP', 'Zhang MQ', 'Chen Y']"
29158132,Evidence for the implication of the histone code in building the genome structure.,"Histones are punctuated with small chemical modifications that alter their interaction with DNA. One attractive hypothesis stipulates that certain combinations of these histone modifications may function, alone or together, as a part of a predictive histone code to provide ground rules for chromatin folding. We consider four features that relate histone modifications to chromatin folding: charge neutralisation, molecular specificity, robustness and evolvability. Next, we present evidence for the association among different histone modifications at various levels of chromatin organisation and show how these relationships relate to function such as transcription, replication and cell division. Finally, we propose a model where the histone code can set critical checkpoints for chromatin to fold reversibly between different orders of the organisation in response to a biological stimulus.",BioSystems,2018,"['Prakash K', 'Fournier D']"
29150847,Chronic sun exposure is associated with distinct histone acetylation changes in human skin.,"BACKGROUND: Photoageing is attributed to continuous sunlight or artificial ultraviolet exposure and manifests as clinical and histological changes in skin. Epigenetic changes have been found to be involved in the pathogenesis of photoageing. However, the underlying mechanisms are unclear.
OBJECTIVES: To analyse histone modification patterns in sun-exposed and nonexposed skin, and to identify the abnormally histone-modified genes related to photoageing.
METHODS: Skin biopsies were collected from both the outer forearm (sun-exposed area) and the buttock (sun-protected area) in 20 healthy middle-aged female volunteers. Global histone H3/H4 acetylation and H3K4/H3K9 methylation statuses were assessed by enzyme-linked immunosorbent assay. Expression levels of histone acetyltransferases and histone deacetylases were measured by reverse-transcriptase quantitative polymerase chain reaction (qPCR) and Western blot. Chromatin immunoprecipitation combined with DNA microarray (ChIP-chip) assay with anti-acetyl-histone H3 antibody in a sun-exposed pool (combining six sun-exposed skin samples) and a nonexposed pool (combining six nonexposed skin samples) was conducted to explore the abnormally acetylated histone H3 genes related to photoageing; ChIP-qPCR was then used to verify the results of ChIP-chip.
RESULTS: We observed higher global histone H3 acetylation levels increased EP300 and decreased HDAC1 and SIRT1 expression in sun-exposed skin compared with matched nonexposed skin. Furthermore, the ChIP-chip assay showed that 227 genes displayed significant hyperacetylation of histone H3, and 81 genes displayed significant hypoacetylation of histone H3 between the two groups. Histone H3 acetylation levels on the promoters of PDCD5, ITIH5, MMP1 and AHR were positively correlated with the mRNA expression of the corresponding gene.
CONCLUSIONS: Chronic sun exposure-induced histone H3 hyperacetylation may play a critical role in the pathogenesis of skin photoageing.",Br. J. Dermatol.,2018,"['Ding S', 'Chen J', 'Zeng Q', 'Lu J', 'Tan L', 'Guo A', 'Kang J', 'Yang S', 'Xiang Y', 'Zuo C', 'Huang J']"
29146919,Nucleosome acidic patch-targeting binuclear ruthenium compounds induce aberrant chromatin condensation.,"The 'acidic patch' is a highly electronegative cleft on the histone H2A-H2B dimer in the nucleosome. It is a fundamental motif for protein binding and chromatin dynamics, but the cellular impact of targeting this potentially therapeutic site with exogenous molecules remains unclear. Here, we characterize a family of binuclear ruthenium compounds that selectively target the nucleosome acidic patch, generating intra-nucleosomal H2A-H2B cross-links as well as inter-nucleosomal cross-links. In contrast to cisplatin or the progenitor RAPTA-C anticancer drugs, the binuclear agents neither arrest specific cell cycle phases nor elicit DNA damage response, but rather induce an irreversible, anomalous state of condensed chromatin that ultimately results in apoptosis. In vitro, the compounds induce misfolding of chromatin fibre and block the binding of the regulator of chromatin condensation 1 (RCC1) acidic patch-binding protein. This family of chromatin-modifying molecules has potential for applications in drug development and as tools for chromatin research.",Nat Commun,2017,"['Davey GE', 'Adhireksan Z', 'Ma Z', 'Riedel T', 'Sharma D', 'Padavattan S', 'Rhodes D', 'Ludwig A', 'Sandin S', 'Murray BS', 'Dyson PJ', 'Davey CA']"
29145649,Single-molecule compaction of megabase-long chromatin molecules by multivalent cations.,"To gain insight into the conformational properties and compaction of megabase-long chromatin molecules, we reconstituted chromatin from T4 phage DNA (165 kb) and recombinant human histone octamers (HO). The unimolecular compaction, induced by divalent Mg2+ or tetravalent spermine4+ cations, studied by single-molecule fluorescence microscopy (FM) and dynamic light scattering (DLS) techniques, resulted in the formation of 250-400 nm chromatin condensates. The compaction on this scale of DNA size is comparable to that of chromatin topologically associated domains (TAD) in vivo. Variation of HO loading revealed a number of unique features related to the efficiency of chromatin compaction by multivalent cations, the mechanism of compaction, and the character of partly compact chromatin structures. The observations may be relevant for how DNA accessibility in chromatin is maintained. Compaction of saturated chromatin, in turn, is accompanied by an intra-chain segregation at the level of single chromatin molecules, suggesting an intriguing scenario of selective activation/deactivation of DNA as a result of chromatin fiber heterogeneity due to the nucleosome positioning. We suggest that this chromatin, reconstituted on megabase-long DNA because of its large size, is a useful model of eukaryotic chromatin.",Nucleic Acids Res.,2018,"['Zinchenko A', 'Berezhnoy NV', 'Wang S', 'Rosencrans WM', 'Korolev N', 'van der Maarel JRC', 'Nordenskiöld L']"
29142071,Chromatin histone modifications and rigidity affect nuclear morphology independent of lamins.,"Nuclear shape and architecture influence gene localization, mechanotransduction, transcription, and cell function. Abnormal nuclear morphology and protrusions termed ""blebs"" are diagnostic markers for many human afflictions including heart disease, aging, progeria, and cancer. Nuclear blebs are associated with both lamin and chromatin alterations. A number of prior studies suggest that lamins dictate nuclear morphology, but the contributions of altered chromatin compaction remain unclear. We show that chromatin histone modification state dictates nuclear rigidity, and modulating it is sufficient to both induce and suppress nuclear blebs. Treatment of mammalian cells with histone deacetylase inhibitors to increase euchromatin or histone methyltransferase inhibitors to decrease heterochromatin results in a softer nucleus and nuclear blebbing, without perturbing lamins. Conversely, treatment with histone demethylase inhibitors increases heterochromatin and chromatin nuclear rigidity, which results in reduced nuclear blebbing in lamin B1 null nuclei. Notably, increased heterochromatin also rescues nuclear morphology in a model cell line for the accelerated aging disease Hutchinson-Gilford progeria syndrome caused by mutant lamin A, as well as cells from patients with the disease. Thus, chromatin histone modification state is a major determinant of nuclear blebbing and morphology via its contribution to nuclear rigidity.",Mol. Biol. Cell,2018,"['Stephens AD', 'Liu PZ', 'Banigan EJ', 'Almassalha LM', 'Backman V', 'Adam SA', 'Goldman RD', 'Marko JF']"
29138512,Proteome-wide identification of lysine 2-hydroxyisobutyrylation reveals conserved and novel histone modifications in Physcomitrella patens.,Protein lysine 2-hydroxyisobutyrylation (K,Sci Rep,2017,"['Yu Z', 'Ni J', 'Sheng W', 'Wang Z', 'Wu Y']"
29138493,Suppression of SRCAP chromatin remodelling complex and restriction of lymphoid lineage commitment by Pcid2.,"Lymphoid lineage commitment is an important process in haematopoiesis, which forms the immune system to protect the host from pathogen invasion. However, how multipotent progenitors (MPP) switch into common lymphoid progenitors (CLP) or common myeloid progenitors (CMP) during this process remains elusive. Here we show that PCI domain-containing protein 2 (Pcid2) is highly expressed in MPPs. Pcid2 deletion in the haematopoietic system causes skewed lymphoid lineage specification. In MPPs, Pcid2 interacts with the Zinc finger HIT-type containing 1 (ZNHIT1) to block Snf2-related CREBBP activator protein (SRCAP) activity and prevents the deposition of histone variant H2A.Z and transcription factor PU.1 to key lymphoid fate regulator genes. Furthermore, Znhit1 deletion also abrogates H2A/H2A.Z exchange in MPPs. Thus Pcid2 controls lymphoid lineage commitment through the regulation of SRCAP remodelling activity.",Nat Commun,2017,"['Ye B', 'Liu B', 'Yang L', 'Huang G', 'Hao L', 'Xia P', 'Wang S', 'Du Y', 'Qin X', 'Zhu P', 'Wu J', 'Sakaguchi N', 'Zhang J', 'Fan Z']"
29138400,Accessibility of the histone H3 tail in the nucleosome for binding of paired readers.,"Combinatorial polyvalent contacts of histone-binding domains or readers commonly mediate localization and activities of chromatin-associated proteins. A pair of readers, the PHD fingers of the protein CHD4, has been shown to bivalently recognize histone H3 tails. Here we describe a mechanism by which these linked but independent readers bind to the intact nucleosome core particle (NCP). Comprehensive NMR, chemical reactivity, molecular dynamics, and fluorescence analyses point to the critical roles of intra-nucleosomal histone-DNA interactions that reduce the accessibility of H3 tails in NCP, the nucleosomal DNA, and the linker between readers in modulating nucleosome- and/or histone-binding activities of the readers. We show that the second PHD finger of CHD4 initiates recruitment to the nucleosome, however both PHDs are required to alter the NCP dynamics. Our findings reveal a distinctive regulatory mechanism for the association of paired readers with the nucleosome that provides an intricate balance between cooperative and individual activities of the readers.",Nat Commun,2017,"['Gatchalian J', 'Wang X', 'Ikebe J', 'Cox KL', 'Tencer AH', 'Zhang Y', 'Burge NL', 'Di L', 'Gibson MD', 'Musselman CA', 'Poirier MG', 'Kono H', 'Hayes JJ', 'Kutateladze TG']"
29129908,TRIM24 is an oncogenic transcriptional co-activator of STAT3 in glioblastoma.,"Aberrant amplification and mutations of epidermal growth factor receptor (EGFR) are the most common oncogenic events in glioblastoma (GBM), but the mechanisms by which they promote aggressive pathogenesis are not well understood. Here, we determine that non-canonical histone signature acetylated H3 lysine 23 (H3K23ac)-binding protein tripartite motif-containing 24 (TRIM24) is upregulated in clinical GBM specimens and required for EGFR-driven tumorigenesis. In multiple glioma cell lines and patient-derived glioma stem cells (GSCs), EGFR signaling promotes H3K23 acetylation and association with TRIM24. Consequently, TRIM24 functions as a transcriptional co-activator and recruits STAT3, leading to stabilized STAT3-chromatin interactions and subsequent activation of STAT3 downstream signaling, thereby enhancing EGFR-driven tumorigenesis. Our findings uncover a pathway in which TRIM24 functions as a signal relay for oncogenic EGFR signaling and suggest TRIM24 as a potential therapeutic target for GBM that are associated with EGFR activation.",Nat Commun,2017,"['Lv D', 'Li Y', 'Zhang W', 'Alvarez AA', 'Song L', 'Tang J', 'Gao WQ', 'Hu B', 'Cheng SY', 'Feng H']"
29121770,Assessment of Quantification Precision of Histone Post-Translational Modifications by Using an Ion Trap and down To 50 000 Cells as Starting Material.,"Histone post-translational modifications (PTMs) are fundamental players of chromatin regulation, as they contribute to editing histone chemical properties and recruiting proteins for gene transcription and DNA repair. Mass spectrometry (MS)-based proteomics is currently the most widely adopted strategy for high-throughput quantification of hundreds of histone PTMs. Samples such as primary tissues, complex model systems, and biofluids are hard to retrieve in large quantities. Because of this, it is critical to know whether the amount of sample available would lead to an exhaustive analysis if subjected to MS. In this work, we assessed the reproducibility in quantification of histone PTMs using a wide range of starting material, that is, from 5 000 000 to 50 000 cells. We performed the experiment using four different cell lines, that is, HeLa, 293T, human embryonic stem cells (hESCs), and myoblasts, and we quantified a list of 205 histone peptides using ion trap MS and our in-house software. Results highlighted that the relative abundance of some histone PTMs deviated as little as just 4% when comparing high starting material with histone samples extracted from 50 000 cells, for example, H3K9me2 (40% average abundance). Low abundance PTMs such as H3K4me2 (<3% average abundance) showed higher variability, but still ∼34%. This indicates that most PTMs, and especially abundant ones, are quantified with high precision starting from low cell counts. This study will help scientists to decide whether specific experiments are feasible and to plan how much sample should be reserved for histone analysis using MS.",J. Proteome Res.,2018,"['Guo Q', 'Sidoli S', 'Garcia BA', 'Zhao X']"
29116202,Acetylated histone variant H2A.Z is involved in the activation of neo-enhancers in prostate cancer.,"Acetylation of the histone variant H2A.Z (H2A.Zac) occurs at active promoters and is associated with oncogene activation in prostate cancer, but its role in enhancer function is still poorly understood. Here we show that H2A.Zac containing nucleosomes are commonly redistributed to neo-enhancers in cancer resulting in a concomitant gain of chromatin accessibility and ectopic gene expression. Notably incorporation of acetylated H2A.Z nucleosomes is a pre-requisite for activation of Androgen receptor (AR) associated enhancers. H2A.Zac nucleosome occupancy is rapidly remodeled to flank the AR sites to initiate the formation of nucleosome-free regions and the production of AR-enhancer RNAs upon androgen treatment. Remarkably higher levels of global H2A.Zac correlate with poorer prognosis. Altogether these data demonstrate the novel contribution of H2A.Zac in activation of newly formed enhancers in prostate cancer.",Nat Commun,2017,"['Valdés-Mora F', 'Gould CM', 'Colino-Sanguino Y', 'Qu W', 'Song JZ', 'Taylor KM', 'Buske FA', 'Statham AL', 'Nair SS', 'Armstrong NJ', 'Kench JG', 'Lee KML', 'Horvath LG', 'Qiu M', 'Ilinykh A', 'Yeo-Teh NS', 'Gallego-Ortega D', 'Stirzaker C', 'Clark SJ']"
29109511,ASH1L histone methyltransferase regulates the handoff between damage recognition factors in global-genome nucleotide excision repair.,"Global-genome nucleotide excision repair (GG-NER) prevents ultraviolet (UV) light-induced skin cancer by removing mutagenic cyclobutane pyrimidine dimers (CPDs). These lesions are formed abundantly on DNA wrapped around histone octamers in nucleosomes, but a specialized damage sensor known as DDB2 ensures that they are accessed by the XPC initiator of GG-NER activity. We report that DDB2 promotes CPD excision by recruiting the histone methyltransferase ASH1L, which methylates lysine 4 of histone H3. In turn, methylated H3 facilitates the docking of the XPC complex to nucleosomal histone octamers. Consequently, DDB2, ASH1L and XPC proteins co-localize transiently on histone H3-methylated nucleosomes of UV-exposed cells. In the absence of ASH1L, the chromatin binding of XPC is impaired and its ability to recruit downstream GG-NER effectors diminished. Also, ASH1L depletion suppresses CPD excision and confers UV hypersensitivity. These findings show that ASH1L configures chromatin for the effective handoff between damage recognition factors during GG-NER activity.",Nat Commun,2017,"['Balbo Pogliano C', 'Gatti M', 'Rüthemann P', 'Garajovà Z', 'Penengo L', 'Naegeli H']"
29109278,Coordinated regulation of heterochromatin inheritance by Dpb3-Dpb4 complex.,"During DNA replication, chromatin is disrupted ahead of the replication fork, and epigenetic information must be restored behind the fork. How epigenetic marks are inherited through DNA replication remains poorly understood. Histone H3 lysine 9 (H3K9) methylation and histone hypoacetylation are conserved hallmarks of heterochromatin. We previously showed that the inheritance of H3K9 methylation during DNA replication depends on the catalytic subunit of DNA polymerase epsilon, Cdc20. Here we show that the histone-fold subunit of Pol epsilon, Dpb4, interacts an uncharacterized small histone-fold protein, SPCC16C4.22, to form a heterodimer in fission yeast. We demonstrate that SPCC16C4.22 is nonessential for viability and corresponds to the true ortholog of Dpb3. We further show that the Dpb3-Dpb4 dimer associates with histone deacetylases, chromatin remodelers, and histones and plays a crucial role in the inheritance of histone hypoacetylation in heterochromatin. We solve the 1.9-Å crystal structure of Dpb3-Dpb4 and reveal that they form the H2A-H2B-like dimer. Disruption of Dpb3-Dpb4 dimerization results in loss of heterochromatin silencing. Our findings reveal a link between histone deacetylation and H3K9 methylation and suggest a mechanism for how two processes are coordinated during replication. We propose that the Dpb3-Dpb4 heterodimer together with Cdc20 serves as a platform for the recruitment of chromatin modifiers and remodelers that mediate heterochromatin assembly during DNA replication, and ensure the faithful inheritance of epigenetic marks in heterochromatin.",Proc. Natl. Acad. Sci. U.S.A.,2017,"['He H', 'Li Y', 'Dong Q', 'Chang AY', 'Gao F', 'Chi Z', 'Su M', 'Zhang F', 'Ban H', 'Martienssen R', 'Chen YH', 'Li F']"
29106418,Reduced mutation rate in exons due to differential mismatch repair.,"While recent studies have identified higher than anticipated heterogeneity of mutation rate across genomic regions, mutations in exons and introns are assumed to be generated at the same rate. Here we find fewer somatic mutations in exons than expected from their sequence content and demonstrate that this is not due to purifying selection. Instead, we show that it is caused by higher mismatch-repair activity in exonic than in intronic regions. Our findings have important implications for understanding of mutational and DNA repair processes and knowledge of the evolution of eukaryotic genes, and they have practical ramifications for the study of evolution of both tumors and species.",Nat. Genet.,2017,"['Frigola J', 'Sabarinathan R', 'Mularoni L', 'Muiños F', 'Gonzalez-Perez A', 'López-Bigas N']"
29104258,Epigenetic Regulatory Mechanisms Induced by Resveratrol.,"Resveratrol (RVT) is one of the main natural compounds studied worldwide due to its potential therapeutic use in the treatment of many diseases, including cancer, diabetes, cardiovascular diseases, neurodegenerative diseases and metabolic disorders. Nevertheless, the mechanism of action of RVT in all of these conditions is not completely understood, as it can modify not only biochemical pathways but also epigenetic mechanisms. In this paper, we analyze the biological activities exhibited by RVT with a focus on the epigenetic mechanisms, especially those related to DNA methyltransferase (DNMT), histone deacetylase (HDAC) and lysine-specific demethylase-1 (LSD1).",Nutrients,2017,"['Fernandes GFS', 'Silva GDB', 'Pavan AR', 'Chiba DE', 'Chin CM', 'Dos Santos JL']"
29104064,A Chemical Proteomics Approach to Reveal Direct Protein-Protein Interactions in Living Cells.,"Protein-protein interactions mediate essential cellular processes, however the detection of native interactions is challenging since they are often low affinity and context dependent. Here, we develop a chemical proteomics approach in vivo CLASPI [iCLASPI] (in vivo crosslinking-assisted and stable isotope labeling by amino acids in cell culture [SILAC]-based protein identification) relying upon photo-crosslinking, amber suppression, and SILAC-based quantitative proteomics to profile context-dependent protein-protein interactions in living cells. First, we use iCLASPI to profile in vivo binding partners of the N-terminal tails of soluble histone H3 or H4. We identify known histone chaperones and modifying proteins, thereby validating our approach, and find an interaction between soluble histone H3 and UBR7, an E3 ubiquitin ligase, mediated by UBR7's PHD domain. Furthermore, we apply iCLASPI to profile the context-dependent protein-protein interactions of chromatin-associated histone H3 at different cell-cycle stages, and identify ANP32A as a mitosis-specific interactor. Our results demonstrate that the iCLASPI approach can provide a general strategy for identifying native, context-dependent direct protein-protein interactions using photo-crosslinking and quantitative proteomics.",Cell Chem Biol,2018,"['Kleiner RE', 'Hang LE', 'Molloy KR', 'Chait BT', 'Kapoor TM']"
