PMID,Title,Abstract,Journal,Year,Authors,
30745575,PKNOX2 suppresses gastric cancer through the transcriptional activation of IGFBP5 and p53.,"Promoter methylation plays a vital role in tumorigenesis through transcriptional silencing of tumor suppressive genes. Using genome-wide methylation array, we first identified PBX/Knotted Homeobox 2 (PKNOX2) as a candidate tumor suppressor in gastric cancer. PKNOX2 mRNA expression is largely silenced in gastric cancer cell lines and primary gastric cancer via promoter methylation. Promoter methylation of PKNOX2 was associated with poor survival in gastric cancer patients. A series of in vitro and in vivo functional studies revealed that PKNOX2 functions as a tumor suppressor. Ectopic PKNOX2 expression inhibited cell proliferation in GC cell lines and suppressed growth of tumor xenografts in mice via induction of apoptosis and cell cycle arrest; and suppressed cell migration and invasion by blocking epithelial-to-mesenchymal transition. On the other hand, knockdown PKNOX2 in normal gastric epithelial cells triggered diverse malignant phenotypes. Mechanistically, PKNOX2 exerts its tumor suppressive effect by promoting the up-regulation of Insulin like Growth Factor Binding Protein 5 (IGFBP5) and TP53. PKNOX2 binds to the promoter regions of IGFBP5 and TP53 and transcriptionally activated their expression by chromatin immunoprecipitation (ChIP)-PCR assay. IGFBP5 knockdown partly abrogated tumor suppressive effect of PKNOX2, indicating that the function(s) of PKNOX2 are dependent on IGFBP5. IGFBP5 promoted PKNOX2-mediated up-regulation of p53. As a consequence, p53 transcription target genes were coordinately up-regulated in PKNOX2-expressing GC cells, leading to tumor suppression. In summary, our results identified PKNOX2 as a tumor suppressor in gastric cancer by activation of IGFBP5 and p53 signaling pathways. PKNOX2 promoter hypermethylation might be a biomarker for the poor survival of gastric cancer patients.",Oncogene,2019,"['Zhang L', 'Li W', 'Cao L', 'Xu J', 'Qian Y', 'Chen H', 'Zhang Y', 'Kang W', 'Gou H', 'Wong CC', 'Yu J']",
30744655,Axl kinase drives immune checkpoint and chemokine signalling pathways in lung adenocarcinomas.,"Axl receptor tyrosine kinase is involved in the growth and metastasis and is an indicator of poor prognosis in several cancers including lung cancers. Although a mitogen-activated protein kinase (MAPK) pathway and an epithelial-to-mesenchymal transition (EMT) program are critical, molecular mechanisms underlying the Axl-driven cancer progression have not been fully elucidated. We aimed to identify molecules up-regulated by Axl kinase in lung adenocarcinomas. Through the global gene expression analysis and the functional annotation clustering, we found that AXL expression positively correlated with mRNA expressions of immune checkpoint molecules and chemokine receptors in non-small-cell lung cancers. Validation cohorts including our biobank confirmed that the AXL expression significantly correlated with expression of genes encoding programmed death-ligand1 (PD-L1) and CXC chemokine receptor 6 (CXCR6) in lung adenocarcinoma, especially in epidermal growth factor receptor (EGFR) mutation-positive adenocarcinoma. Pharmacological inhibition of Axl kinase activity decreased mRNA expressions of PD-L1 and CXCR6 in EGFR mutation-positive cell lines. Our data indicates the novel role of Axl kinase as a driver of immune checkpoint molecules and chemokine signalling pathways in the progression of lung adenocarcinomas. This study also highlights the necessity of clinical trials in order to test the efficacy of Axl kinase inhibition in the Axl-highly expressing subset of lung adenocarcinomas. .",Mol. Cancer,2019,"['Tsukita Y', 'Fujino N', 'Miyauchi E', 'Saito R', 'Fujishima F', 'Itakura K', 'Kyogoku Y', 'Okutomo K', 'Yamada M', 'Okazaki T', 'Sugiura H', 'Inoue A', 'Okada Y', 'Ichinose M']",
30744595,Cancer-associated fibroblasts induce epithelial-mesenchymal transition of bladder cancer cells through paracrine IL-6 signalling.,"BACKGROUND: Cancer-associated fibroblasts (CAFs), activated by tumour cells, are the predominant type of stromal cells in cancer tissue and play an important role in interacting with neoplastic cells to promote cancer progression. Epithelial-mesenchymal transition (EMT) is a key feature of metastatic cells. However, the mechanism by which CAFs induce EMT program in bladder cancer cells remains unclear.
METHODS: To investigate the role of CAFs in bladder cancer progression, healthy primary bladder fibroblasts (HFs) were induced into CAFs (iCAFs) by bladder cancer-derived exosomes. Effect of conditioned medium from iCAFs (CM 
RESULTS: Cancer exosome-treated HFs showed CAFs characteristics with high expression levels of αSMA and FAP. We showed that the CM 
CONCLUSIONS: We conclude that CAFs promote aggressive phenotypes of non-invasive bladder cancer cells through an EMT induced by the secretion of IL-6.",BMC Cancer,2019,"['Goulet CR', 'Champagne A', 'Bernard G', 'Vandal D', 'Chabaud S', 'Pouliot F', 'Bolduc S']",
30742939,Hypoxia induces actin cytoskeleton remodeling by regulating the binding of CAPZA1 to F-actin via PIP2 to drive EMT in hepatocellular carcinoma.,"Studies have shown that hypoxia can induce cytoskeletal injury and remodeling through the activation of the RhoA/ROCK signaling pathway by hypoxia-inducible factor-1α (HIF-1α). Our previous study confirmed that CAPZA1 can modulate EMT by regulating actin cytoskeleton remodeling. However, the relationship between HIF-1α and CAPZA1 has not been illustrated. Therefore, this study aimed to investigate the mechanism by which hypoxia induces the remodeling of the actin cytoskeleton by regulating CAPZA1 in hepatocellular carcinoma (HCC) cells. In the present study, we showed that the low expression of CAPZA1 promotes HCC cell invasion and migration in vitro and in vivo by regulating actin cytoskeleton remodeling to drive EMT. Furthermore, we found that the combination of PIP2 and CAPZA1 enables CAPZA1 to be released from the barbed end of F-actin, which in turn drives the remodeling of the actin cytoskeleton. Finally, we confirmed that hypoxia increases PIP2 levels and its binding to CAPZA1 in HCC cells via the HIF-1α/RhoA/ROCK1 pathway. Thus, CAPZA1 and PIP2 could be therapeutic targets to inhibit the invasion and migration promoted by hypoxia in HCC cells.",Cancer Lett.,2019,"['Huang D', 'Cao L', 'Xiao L', 'Song JX', 'Zhang YJ', 'Zheng P', 'Zheng SG']",
30742066,CAPS1 promotes colorectal cancer metastasis via Snail mediated epithelial mesenchymal transformation.,Colorectal cancer (CRC) is a common gastrointestinal cancer with high mortality rate mostly due to metastasis. Ca,Oncogene,2019,"['Zhao GX', 'Xu YY', 'Weng SQ', 'Zhang S', 'Chen Y', 'Shen XZ', 'Dong L', 'Chen S']",
30739528,Hyperbaric oxygen rescues lung cancer cells from chemical hypoxia-induced low differentiation and apoptosis resistance.,Hypoxia induces vigorous growth and a higher malignant phenotype in solid tumors. Hyperoxic treatment using hyperbaric oxygen (HBO) has previously been shown as a highly effective method to attenuate hypoxia. We aimed to investigate the effect of HBO on hypoxia-induced malignancy of lung cancer cells. Cobalt chloride (CoCl,Exp. Lung Res.,2018,"['Wang Y', 'Qi Y', 'Wei X', 'Chen S', 'Jia N', 'Zhou Q', 'Zhang S', 'Gui S', 'Wang Y']",
30737252,Ti<sub>0.8</sub>O<sub>2</sub> Nanosheets Inhibit Lung Cancer Stem Cells by Inducing Production of Superoxide Anion.,"Recent research into the cancer stem cell (CSC) concept has driven progress in the understanding of cancer biology and has revealed promising CSC-specific targets for drug discovery efforts. As malignancies of lung cancer have been shown to be strongly associated with activities of CSCs, we examined the effects of Ti",Mol. Pharmacol.,2019,"['Petpiroon N', 'Bhummaphan N', 'Soonnarong R', 'Chantarawong W', 'Maluangnont T', 'Pongrakhananon V', 'Chanvorachote P']",
30737231,Epithelial-to-Mesenchymal Transition Is a Mechanism of ALK Inhibitor Resistance in Lung Cancer Independent of ALK Mutation Status.,Mutations in the ,Cancer Res.,2019,"['Fukuda K', 'Takeuchi S', 'Arai S', 'Katayama R', 'Nanjo S', 'Tanimoto A', 'Nishiyama A', 'Nakagawa T', 'Taniguchi H', 'Suzuki T', 'Yamada T', 'Nishihara H', 'Ninomiya H', 'Ishikawa Y', 'Baba S', 'Takeuchi K', 'Horiike A', 'Yanagitani N', 'Nishio M', 'Yano S']",
30736372,Podoplanin in Inflammation and Cancer.,"Podoplanin is a small cell-surface mucin-like glycoprotein that plays a crucial role in the development of the alveoli, heart, and lymphatic vascular system. Emerging evidence indicates that it is also involved in the control of mammary stem-cell activity and biogenesis of platelets in the bone marrow, and exerts an important function in the immune response. Podoplanin expression is upregulated in different cell types, including fibroblasts, macrophages, T helper cells, and epithelial cells, during inflammation and cancer, where it plays important roles. Podoplanin is implicated in chronic inflammatory diseases, such as psoriasis, multiple sclerosis, and rheumatoid arthritis, promotes inflammation-driven and cancer-associated thrombosis, and stimulates cancer cell invasion and metastasis through a variety of strategies. To accomplish its biological functions, podoplanin must interact with other proteins located in the same cell or in neighbor cells. The binding of podoplanin to its ligands leads to modulation of signaling pathways that regulate proliferation, contractility, migration, epithelial⁻mesenchymal transition, and remodeling of the extracellular matrix. In this review, we describe the diverse roles of podoplanin in inflammation and cancer, depict the protein ligands of podoplanin identified so far, and discuss the mechanistic basis for the involvement of podoplanin in all these processes.",Int J Mol Sci,2019,"['Quintanilla M', 'Montero-Montero L', 'Renart J', 'Martín-Villar E']",
30736337,Control of the Epithelial-to-Mesenchymal Transition and Cancer Metastasis by Autophagy-Dependent SNAI1 Degradation.,"Autophagy, an intracellular degradation process, is essential for maintaining cell homeostasis by removing damaged organelles and proteins under various conditions of stress. In cancer, autophagy has conflicting functions. It plays a key role in protecting against cancerous transformation by maintaining genomic stability against genotoxic components, leading to cancerous transformation. It can also promote cancer cell survival by supplying minimal amounts of nutrients during cancer progression. However, the molecular mechanisms underlying how autophagy regulates the epithelial-to-mesenchymal transition (EMT) and cancer metastasis are unknown. Here, we show that starvation-induced autophagy promotes Snail (SNAI1) degradation and inhibits EMT and metastasis in cancer cells. Interestingly, SNAI1 proteins were physically associated and colocalized with LC3 and SQSTM1 in cancer cells. We also found a significant decrease in the levels of EMT and metastatic proteins under starvation conditions. Furthermore, ",Cells,2019,"['Zada S', 'Hwang JS', 'Ahmed M', 'Lai TH', 'Pham TM', 'Kim DR']",
30735730,Encapsulated human mesenchymal stem cells (eMSCs) as a novel anti-cancer agent targeting breast cancer stem cells: Development of 3D primed therapeutic MSCs.,"Breast cancer is a leading cause of mortality in women across the globe. The major reason for its recurrence and high mortality is due to the presence of a drug refractory and self-renewing population of cells, the cancer stem cells (CSCs). Mesenchymal stem cells (MSCs) have recently emerged as a promising cell-based therapeutic agent for the treatment of different cancer types. However, the anti-tumor effect of MSCs has been indicated to be substantially reduced by their in vivo tumor-trophic migration property and direct cell-to-cell integration with tumor stromal elements. To address this drawback, the present study uses a biomaterial, sodium alginate, for the encapsulation of MSCs from the perinatal tissue, Wharton's jelly (WJMSCs) into microbeads, to study the effect of WJMSCs beads on breast CSCs derived from two breast cancer cell lines, MDA-MB-231 and MCF7. Encapsulation with sodium alginate facilitated the prevention of direct cell-to-cell interaction and these microbeads provided a three-dimensional (3D) microenvironment for the encapsulated WJMSCs (eWJMSCs). Compared to two dimensional (2D) culture, eWJMSC increased proliferation of WJMSCs with an increase in pluripotency genes, epithelial to mesenchymal transition (EMT), immune-modulation, and angiogenesis. Interestingly, the tumor invasion suppressor protein E-cadherin was highly expressed in eWJMSCs as shown by Western blot analysis. In addition, eWJMSCs had an increased secretion of anti-inflammatory cytokines VEGF, TGF-β, TNF-α, IFN-γ, IL-10 and -6, and IL-3β when compared to 2D culture. Treatment of CSCs with eWJMSCs reduced cell viability, inhibited migration, and exerted an anti-angiogenic effect. eWJMSCs treatment of CSCs increased caspase 3/7 activity, nitric oxide production, and reactive oxygen species production, suggesting its anti-tumorigenic activity. Gene expression analysis revealed that CSCs treated with eWJMSCs had a downregulation of pro-proliferation markers, drug transporters, epithelial-mesenchymal transition-associated markers, and angiogenesis related genes. The mode of anti-proliferative action of WJMSCs beads was possibly through inhibition of the Wnt/β-catenin signaling pathway as indicated by the upregulation of the Wnt antagonists sFRP4 and DKK1. These data suggest that alginate-encapsulated WJMSCs could be an efficient cell contact-free system for developing stem cell-based therapies for CSCs.",Int. J. Biochem. Cell Biol.,2019,"['Mandal S', 'Arfuso F', 'Sethi G', 'Dharmarajan A', 'Warrier S']",
30732857,MAML1 regulates EMT markers expression through NOTCH-independent pathway in breast cancer cell line MCF7.,"Tumor relapse is the main cause of breast cancer related deaths and metastasis due to epithelial-mesenchymal transition (EMT) having a critical role in this process. MAML1 is the main co activator of NOTCH signaling pathway and its role in EMT remains unknown. In this study, this role was evaluated through overexpression and knockdown study of MAML1 in MCF7 and MDA-MB-231 cells. MAML1 overexpression up regulated the epithelial and down regulated the mesenchymal markers. In addition, MAML1 silencing decreased epithelial and increased mesenchymal markers. Notch inhibition using γ-secretase inhibitor resulted in increased E-cadherin expression. MAML1 ectopic expression, further increased E-cadherin expression with inhibition of NOTCH signaling. Wound healing assay showed that MAML1 overexpression decreases the rate of migration, while MAML1 silencing increases this rate significantly. In conclusion, our data indicated that MAML1 negatively regulates EMT markers expression in breast cancer cells.",Biochem. Biophys. Res. Commun.,2019,"['Shariat Razavi SM', 'Forghanifard MM', 'Kordi-Tamandani DM', 'Abbaszadegan MR']",
30732622,Cathepsin L activated by mutant p53 and Egr-1 promotes ionizing radiation-induced EMT in human NSCLC.,"BACKGROUND: Ionizing radiation (IR) is one of the major clinical therapies of cancer, although it increases the epithelial-mesenchymal transition (EMT) of non-small cell lung cancer (NSCLC), unexpectedly. The cellular and molecular mechanisms underlying this role are not completely understood.
METHODS: We used NSCLC cell lines as well as tumor specimens from 78 patients with NSCLC to evaluate p53, Cathepsin L (CTSL) and EMT phenotypic changes. Xenograft models was also utilized to examine the roles of mutant p53 (mut-p53) and CTSL in regulating IR-induced EMT of NSCLC.
RESULTS: Expression of CTSL was markedly increased in human NSCLC tissues with mutant p53 (mut-p53), and p53 mutation positively correlated with metastasis of NSCLC patients. In human non-small cell lung cancer cell line, H1299 cells transfected with various p53 lentivirus vectors, mut-p53 could promote the invasion and motility of cells under IR, mainly through the EMT. This EMT process was induced by elevating intranuclear CTSL which was regulated by mut-p53 depending on Early growth response protein-1 (Egr-1) activation. In the subcutaneous tumor xenograft model, IR promoted the EMT of the cancer cells in the presence of mut-p53, owing to increase expression and nuclear transition of its downstream protein CTSL.
CONCLUSION: Taken together, these data reveal the role of the mut-p53/Egr-1/CTSL axis in regulating the signaling pathway responsible for IR-induced EMT.",J. Exp. Clin. Cancer Res.,2019,"['Wang W', 'Xiong Y', 'Ding X', 'Wang L', 'Zhao Y', 'Fei Y', 'Zhu Y', 'Shen X', 'Tan C', 'Liang Z']",
30731181,The effect of Jianpi Yangzheng Xiaozheng Decoction and its components on gastric cancer.,"ETHNOPHARMACOLOGICAL RELEVANCE: Jianpi Yangzheng Xiaozheng Decoction (JPYZXZ) is an empirical compound prescription based on the theory of traditional Chinese medicine. JPYZXZ, which is ""Qi-invigorating, spleen-strengthening and stasis-removing,"" can improve the quality of life of gastric cancer patients and prolong their survival; however, the exact mechanism underlying the antitumor effects of this compound is still not clear.
AIM OF THE STUDY: The aim of this study is to clearly define the effect of JPYZXZ and its components, Jianpi Yangzheng Decoction (JPYZ) and Xiao Zheng San Jie Decoction (XZSJ), on inhibiting the progression of gastric cancer.
MATERIALS AND METHODS: The effect of JPYZXZ and its components on the motility of gastric cancer MGC-803 cells was measured by MTT, adhesion, transwell assays and wound-healing assays. JPYZXZ, JPYZ and XZSJ were administered to 615 mice with gastric cancer xenografts, and their effect on the inhibition of subcutaneous transplantation was analyzed. THP-1 monocyte cells were used to establish tumor-associated macrophage (TAM) models. The polarized state of the TAMs was detected by Flow Cytometry, ELISA and Immunohistochemistry. The mRNA and protein expression of tumor epithelial-mesenchymal transition (EMT) and TAM-related genes was determined by Real-time PCR and Western Blot, respectively.
RESULTS: We determined that both JPYZXZ and its components inhibited the progress of gastric cancer in vitro, and JPYZXZ was clearly more effective than JPYZ or XZSJ. The in vivo results demonstrated that the JPYZXZ and XZSJ group exhibited a significant decrease in the tumor weight compared to the control group. Further analysis indicated that JPYZXZ was more active than JPYZ or XZSJ in inhibiting the gastric cancer EMT transformation both in vivo and in vitro. However, JPYZ was more effective compared with JPYZXZ for inducing the phenotypic change in macrophages from M2 to M1.
CONCLUSIONS: Our results demonstrate that both JPYZXZ and its components prevent the progress of gastric cancer. JPYZXZ inhibits the gastric cancer EMT more effectively than JPYZ and XZSJ, but JPYZ primarily works to regulate the phenotypic change in macrophages from M2 to M1.",J Ethnopharmacol,2019,"['Wu J', 'Zhang XX', 'Zou X', 'Wang M', 'Wang HX', 'Wang YH', 'Li CY', 'Zhao LG', 'Chen M', 'Pei LX', 'Liu SL', 'Sun QM']",
30730015,Glypican-1 Promotes Tumorigenesis by Regulating the PTEN/Akt/β-Catenin Signaling Pathway in Esophageal Squamous Cell Carcinoma.,"BACKGROUND AND AIMS: Glypican-1 (GPC1), a cell-surface heparan sulfate proteoglycan, promotes the pathogenesis of many human cancers. This study focuses on the role of GPC1 in the promotion of cell proliferation and motility in esophageal squamous cell carcinoma (ESCC).
METHODS: The expression and distribution of GPC1 were measured in tumor tissues from 248 ESCC patients using immunohistochemical (IHC) assays. Cell counting (kit-8), flow cytometry, Transwell, wound healing, IHC, and Western blotting assays were performed to examine the molecular mechanisms that underlie how GPC1 enhances cell proliferation and motility.
RESULTS: The level of GPC1 was higher in ESCC tumor samples than in para-tumor tissues (IHC score: 5.42 ± 2.15 vs. 0.86 ± 0.96). Ectopic overexpression of GPC1 in EC9706 cells promoted cell growth and the G1/S phase transition; conversely, GPC1 knockdown in Eca109 cells attenuated cell proliferation and induced G2/M phase arrest. In addition, GPC1 upregulation enhanced ESCC cell motility and induced epithelial mesenchymal transition (EMT), as demonstrated by the aberrant expression of EMT markers. Mechanistically, we demonstrated that GPC1 increased levels of p-Akt and β-catenin and reduced PTEN expression in ESCC.
CONCLUSIONS: Our study indicated that GPC1 promotes the aggressive proliferation of ESCC cells by regulating the PTEN/Akt/β-catenin pathway. GPC1 may be a promising target for ESCC treatment.",Dig. Dis. Sci.,2019,"['Li J', 'Chen Y', 'Zhan C', 'Zhu J', 'Weng S', 'Dong L', 'Liu T', 'Shen X']",
30729639,Development of miRNA-based therapeutic approaches for cancer patients.,"Over the past few decades, siRNA and miRNA have attracted a great deal of attention from researchers and clinicians. These molecules have been extensively studied from the standpoint of developing biopharmaceuticals against various diseases, including heart disease, diabetes and cancers. siRNA suppresses only a single target, whereas each miRNA regulates the expression of multiple target genes. More importantly, because miRNA are also secreted from cancer cells, and their aberrant expression is associated with tumor development and progression, they represent not only therapeutic targets but also promising biomarkers for diagnosis and prognosis. Therefore, miRNA may be more effective tools against cancers, in which multiple signal pathways are dysregulated. In this review, we summarize recent progress in the development of miRNA therapeutics for the treatment of cancer patients, and describe delivery systems for oligonucleotide therapeutics.",Cancer Sci.,2019,"['Takahashi RU', 'Prieto-Vila M', 'Kohama I', 'Ochiya T']",
30728039,Tripartite motif-containing 14 (TRIM14) promotes epithelial-mesenchymal transition via ZEB2 in glioblastoma cells.,"BACKGROUND: Several members of the tripartite motif-containing (TRIM) protein family have been reported to serve as vital regulators of tumorigenesis. Recent studies have demonstrated an oncogenic role of TRIM 14 in multiple human cancers; however, the importance of this protein in glioblastoma remains to be elucidated.
METHODS: The expression levels of TRIM14 were analyzed in a series of database and were examined in a variety of glioblastoma cell lines. Two independent TRIM14 shRNA were transfected into LN229 and U251 cells, and the effect of TRIM14 depletion was confirmed. Transwell assay and wound healing assay assay were carried out to assess the effect of TRIM14 depletion on glioblastoma cell invasion and migration. Western blotting was performed to screen the downstream gene of TRIM14. The stability analysis and Ubiquitylation assays and Orthotopic xenograft studies were also performed to investigate the role of TRIM14 and the relationship with downstream gene. Human glioblastoma tissues were obtained and immunohistochemical staining were carried out to confirm the clinical significance of TRIM14.
RESULTS: In this study, we showed that TRIM14 was upregulated in human glioblastoma specimens and cell lines, and correlated with glioblastoma progression and shorter patient survival times. Functional experiments showed that decreased TRIM14 expression reduced glioblastoma cell invasion and migration. Furthermore, we identified that zinc finger E-box binding homeobox 2 (ZEB2), a transcription factor involved in epithelial-mesenchymal transition, is a downstream target of TRIM14. Further investigation revealed that TRIM14 inactivation significantly facilitated ZEB2 ubiquitination and proteasomal degradation, which led to aggressive invasion and migration. Our findings provide insight into the specific biological role of TRIM14 in tumor invasion.
CONCLUSIONS: Our findings provide insight into the specific biological role of TRIM14 in tumor invasion, and suggest that targeting the TRIM14/ZEB2 axis might be a novel therapeutic approach for blocking glioblastoma.",J. Exp. Clin. Cancer Res.,2019,"['Feng S', 'Cai X', 'Li Y', 'Jian X', 'Zhang L', 'Li B']",
30727793,Spherical silica nanoparticles promote malignant transformation of BEAS-2B cells by stromal cell-derived factor-1α (SDF-1α).,"OBJECTIVE: This study aimed to examine the role of spherical silica nanoparticles (SiNPs) on human bronchial epithelial (BEAS-2B) cells through inflammation.
METHODS: Human mononuclear (THP-1) cells and BEAS-2B cells were co-cultured in transwell chambers and treated with 800 mmol/L benzo[ a]pyrene-7, 8-dihydrodiol-9, 10-epoxide (BPDE) and 12.5 µg/mL SiNPs for 24 hours. For controls, cells were treated with BPDE alone. Subcutaneous tumorigenicity and epithelial-mesenchymal transition (EMT) of BEAS-2B cells were measured. The cells were blocked with a stromal cell-derived factor-1α (SDF-1α)-specific antibody. EMT was analyzed in cells treated with 800 mmol/L BPDE and 12.5 µg/mL SiNPs relative to matched control cells and xenografts in vivo. Serum SDF-1α levels were measured in 23 patients with lung adenocarcinoma in Xuanwei, in 25 with lung adenocarcinoma outside Xuanwei, and in 22 with benign pulmonary lesions in Xuanwei.
RESULTS: SiNPs significantly promoted tumorigenesis and EMT, induced the release of SDF-1α, and activated AKT (ser473) in BEAS-2B cells. EMT and phosphorylated AKT (ser473) and glycogen synthase kinase-3β levels were decreased when blocked by SDF-1α antibody in BEAS-2B cells. SDF-1α was mainly secreted by THP-1 cells.
CONCLUSION: SiNPs combined with BPDE promote EMT of BEAS-2B cells via the AKT pathway by inducing release of SDF-1α from THP-1 cells.",J. Int. Med. Res.,2019,"['Guo C', 'You DY', 'Li H', 'Tuo XY', 'Liu ZJ']",
30720128,"SHIP1 inhibits cell growth, migration, and invasion in non‑small cell lung cancer through the PI3K/AKT pathway.","Src homology 2‑containing inositol‑5'‑phosphatase 1 (SHIP1) serves a vital role in the occurrence and development of hematological tumors, but there is limited knowledge regarding the role of SHIP1 in various solid tumors, including lung cancer. In the present study, the aim was to investigate the expression and functional mechanisms of SHIP1 in non‑small cell lung cancer (NSCLC). The Gene Expression Omnibus database demonstrated that SHIP1 had low expression in NSCLC. Further studies using fresh tissues and cell lines also confirmed this observation. Biological function analyses revealed that SHIP1 overexpression notably suppressed cell growth, migration and invasion in vitro and in vivo in NSCLC. Mechanistic analyses indicated that SHIP1 inactivated the phosphoinositide 3‑kinase (PI3K)/AKT pathway to suppress signals associated with the cell cycle and epithelial‑mesenchymal transition. In clinical specimens, reduced SHIP1 is an unfavorable factor and is negatively associated with the T classification, N classification and clinical stage. Furthermore, patients with low SHIP1 levels exhibited reduced survival rate, compared with patients with high levels of the protein. Notably, the promoter of the SHIP1 gene lacks CpG islands, and the suppression of SHIP1 expression is not associated with epidermal growth factor receptor or Kirsten rat sarcoma mutations. Thus, the present study demonstrated that SHIP1 inhibits cell growth, migration and invasion in NSCLC through the PI3K/AKT pathway. Additionally, reduced SHIP1 expression may be an unfavorable factor for NSCLC.",Oncol. Rep.,2019,"['Fu Q', 'Huang Y', 'Ge C', 'Li Z', 'Tian H', 'Li Q', 'Li H', 'Li R', 'Tao X', 'Xue Y', 'Wang Y', 'Yang G', 'Fang W', 'Song X']",
30720046,miR-135 regulated breast cancer proliferation and epithelial-mesenchymal transition acts by the Wnt/β-catenin signaling pathway.,"Breast cancer (BC) is the most common cancer in women around the world. microRNAs (miRNAs/miRs) have been proved to be associated with the development and progression of breast cancer. In the present study, to elucidate the effects of dysregulated miR‑135 on cells and underlying mechanisms in BC, in vitro and in vivo experiments were conducted. The biological functions of miR‑135 were studied using MTT, colony formation, wound healing, transwell assays as well as tumorigenicity analysis. Gain‑ and loss‑ of function of miR‑135 studies revealed that ectopic expression of miR‑135 in MDA‑MB‑468 and MCF‑7 cells significantly inhibited cell growth, migration, invasion and EMT, at least in part through inhibiting the activation of the Wnt/β‑catenin pathway. Moreover, this was reversed in cells which were transfected with miR‑135 inhibitors. Taken together, the results of the present study provided evidence that miR‑135 acted as a tumor suppressor in BC, which may represent a novel therapeutic strategy for the diagnosis and prognosis of BC.",Int. J. Mol. Med.,2019,"['Jiang D', 'Zhou B', 'Xiong Y', 'Cai H']",
30717807,"Transcriptomic expression profiling identifies ITGBL1, an epithelial to mesenchymal transition (EMT)-associated gene, is a promising recurrence prediction biomarker in colorectal cancer.","The current histopathological risk-stratification criteria in colorectal cancer (CRC) patients following a curative surgery remain inadequate. In this study, we undertook a systematic, genomewide, biomarker discovery approach to identify and validate key EMT-associated genes that may facilitate recurrence prediction in CRC. Genomewide RNA expression profiling results from two datasets (GSE17538; N = 173 and GSE41258; N = 307) were used for biomarker discovery. These results were independently validated in two, large, clinical cohorts (testing cohort; N = 201 and validation cohort; N = 468). We performed Gene Set Enrichment Analysis (GSEA) for understanding the function of the candidate markers, and evaluated their correlation with the mesenchymal CMS4 subtype. We identified integrin subunit beta like 1 (ITGBL1) as a promising candidate biomarker, and its high expression associated with poor overall survival (OS) in stage I-IV patients and relapse-free survival (RFS) in stage I-III patients. Subgroup validation in multiple independent patient cohorts confirmed these findings, and demonstrated that high ITGBL1 expression correlated with shorter RFS in stage II patients. We developed a RFS prediction model which robustly predicted RFS (the area under the receiver operating curve (AUROC): 0.74; hazard ratio (HR): 2.72) in CRC patients. ITGBL1 is a promising EMT-associated biomarker for recurrence prediction in CRC patients, which may contribute to improved risk-stratification in CRC.",Mol. Cancer,2019,"['Matsuyama T', 'Ishikawa T', 'Takahashi N', 'Yamada Y', 'Yasuno M', 'Kawano T', 'Uetake H', 'Goel A']",
30717802,MicroRNA-34 family: a potential tumor suppressor and therapeutic candidate in cancer.,"MicroRNA-34 (miR-34) has been reported to be dysregulated in various human cancers and regarded as a tumor suppressive microRNA because of its synergistic effect with the well-known tumor suppressor p53. Along with the application of MRX34, the first tumor-targeted microRNA drug which based on miR-34a mimics, on phase I clinical trial (NCT01829971), the significance of miR-34 is increasingly recognized. miR-34 plays a crucial role on repressing tumor progression by involving in epithelial-mesenchymal transition (EMT) via EMT- transcription factors, p53 and some important signal pathways. Not only that, numerous preclinical researches revealed the giant potential of miR-34a on cancer therapy through diversiform nano-scaled delivery systems. Here, we provide an overview about the function of miR-34 in various cancers and the mechanism of miR-34 in tumor-associated EMT. Furthermore, its potential role as a microRNA therapeutic candidate is also discussed. Notwithstanding some obstacles existed, the extensive application prospect of miR-34 on oncotherapy cannot be neglected.",J. Exp. Clin. Cancer Res.,2019,"['Zhang L', 'Liao Y', 'Tang L']",
